type,link_web,modelo,anio,precio,version,color,combustible,puertas,transmision,motor,tipo de carroceria
0km,https://auto.mercadolibre.com.ar/MLA-1102733482-stepway-intens-caja-manual-okm-_JM#position=21&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Sandero Stepway 1.6 16v Intense,2021,8.704.650,1.6 16v Intense,Rojo,Nafta,5,Manual,1.6,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1466031536-dfsk-c31-2023-15-truck-cab-simple-okm-_JM#position=22&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Dfsk C31 1.5 Truck Cab Simple,2023,13.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1420582068-renault-logan-life-16-2023-okm-_JM#position=23&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Logan 1.6 16v Life,2023,8.190.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378518727-chevrolet-montana-premier-okmmm7-_JM#position=24&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Chevrolet Montana Premier,2023,13.189.980,PREMIER,Rojo,Nafta,4,Automática,1.2 TURBO,0 km
0km,https://auto.mercadolibre.com.ar/MLA-1378200643-chevrolet-equinox-rs-at-okmmm7-_JM#position=25&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Chevrolet Equinox Rs,2023,17.299.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1380226683-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=26&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Drive S-design Mt,2023,8.300.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450841000-toyota-etios-5-ptas-aut-blanco-perlado-xls-okmprecio-julio-_JM#position=27&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Toyota Etios 1.5 Xls At,2023,15.000,1.5 Xls At,Blanco,Nafta,5,Automática,1.5,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1369350277-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=28&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Drive Mt,2023,8.350.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1474371990-renault-oroch-iconic-cvt-2023-okm-13n-_JM#position=29&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Oroch Iconic Cvt 1.3n,2022,13.484.275,CVT 1.3N,Gris,Nafta,4,Automática,1.3,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1282395720-fiat-cronos-attractive-okm-patentado-2023-_JM#position=30&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos Attractive,2022,7.800.000,ATTRACTIVE,Blanco,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1429830064-fiat-cronos-drive-pack-plus-okm-2023-carlemultimarcas-_JM#position=31&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos Drive Pack Plus,2023,14.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1361084645-peugeot-208-active-tiptronic-okm-financiado-_JM#position=32&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Peugeot 208 1.6l Active Tiptronic,2023,11.907.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1375445153-toyota-corolla-2023-okmseg-hibrido-automatico-el-mas-full-_JM#position=33&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Toyota Corolla 1.8 Hev Seg Ecvt,2023,27.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1409795042-renault-logan-life-16-okm-2023-entrega-inmediata-_JM#position=34&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Logan 1.6 16v Life,2023,5.800.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1305272455-fiat-cronos-drive-pack-conectividad-13-2023-okm-_JM#position=35&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2022,8.100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-791305829-nissan-kicks-16-sense-120cv-okm-2023-_JM#position=36&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Nissan Kicks 1.6 Sense 120cv,2021,7.500.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-791305935-nissan-sentra-advance-okm-2023-_JM#position=37&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Nissan Sentra 2.0 Advance,2021,7.500.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-791306000-nissan-versa-advance-16-okm-2023-_JM#position=38&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Nissan Versa 1.6 Advance,2021,9.800.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1420423666-cronos-stile-13-okm-ep-_JM#position=39&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos Stile 1.3,2023,6.300.000,STILE 1.3,Blanco,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-924482671-foton-tm1-cd-okm-2023-_JM#position=40&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Foton Aumark Tm 1 Cd,2021,12.800.000,Cd,Blanco,Nafta,4,Manual,1.5 Euro V Multipoint  Inyection,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-924502234-foton-tm1-cs-okm-2023-_JM#position=41&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Foton Aumark Tm1 C/s,2022,12.200.000,TM1 C/S,Blanco,Nafta,2,Manual,1.5 EuroV multipoint Inyeccion,Light Truck
0km,https://auto.mercadolibre.com.ar/MLA-1127097352-new-renault-kangoo-ii-stepway-okm-nafta-o-diesel-_JM#position=42&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Kangoo Break Stepway,2022,10.900.000,STEPWAY,Rojo,Nafta,5,1.6,0 km,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1381961865-mercedes-benz-sprinter-316-okm-mixto-4-1-plata-_JM#position=43&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Mercedes-benz Sprinter 316 Mixto 4+1 3665 Te,2022,86.800,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1453312586-chery-tiggo-4-pro-15-comfort-mt-okm-sin-rodar-_JM#position=44&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Chery Tiggo 4 Pro 1.5 Comfort Mt,2023,18.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1441446650-hilux-srx-4x4-automatica-la-mas-full-blanca-perlada-okm-_JM#position=45&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,2023,400.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-925824993-foton-aumark-tm1-cd-okm-2023-_JM#position=46&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Foton Aumark Tm1 C/d,2021,12.800.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1308724391-toyota-sw4-srx-at-okm-7-as-_JM#position=47&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Toyota Sw4 Srx At Okm 7 As,2023,34.500.000,srx at OKM 7 as,Diésel,5,0 km,N/A,N/A,N/A
