type,link_web,modelo,precio
0km,https://auto.mercadolibre.com.ar/MLA-1461998330-fiat-toro-okmtodos-los-modelos-financiacion-contado-mc-_JM#position=1&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Fiat Toro 1.3 270 Firefly Turbo Volcano 4x2 At,5.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1450293426-chevrolet-tracker-premier-okmmm7-_JM#position=2&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Chevrolet Tracker 1.2 Premier Turbo At,11.799.800
0km,https://auto.mercadolibre.com.ar/MLA-1446791030-renault-stepway-zen-liquidamos-okm-stock-fisico-2023-mf-_JM#position=3&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Sandero Stepway 1.6 16v Zen,5.654.000
0km,https://auto.mercadolibre.com.ar/MLA-1442086500-renault-sandero-stepway-intens-16-16v-2023-okm-m-_JM#position=4&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Sandero Stepway 1.6 16v Intense,8.584.900
0km,https://auto.mercadolibre.com.ar/MLA-1489312602-kia-carnival-sx-22-crdi-at-okm-2023-entrega-inmediata-_JM#position=5&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Kia Carnival 2.2 Crdi Premium Avn,80.000
0km,https://auto.mercadolibre.com.ar/MLA-1487905858-208-feline-tiptronic-am24-okm-pr-_JM#position=6&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Peugeot 208 1.6l Feline Tiptronic Am23.5,13.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1376517147-renault-sandero-life-16-okm-liquidamos-stock-fisico-mf-_JM#position=7&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Sandero 1.6 16v Life,4.591.000
0km,https://auto.mercadolibre.com.ar/MLA-1376371199-fiat-cronos-okm-mc-_JM#position=8&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Fiat Cronos 1.3 Drive Cvt,6.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1382811484-nueva-jeep-compass-serie-s-13t-t270-okm-en-stock-fisico-hg-_JM#position=9&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Jeep Compass 1.3 T270 Limited,31.990.000
0km,https://auto.mercadolibre.com.ar/MLA-1340268749-logan-life-16-cadenero-nissan-okm-stock-fisico-mf-_JM#position=10&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Logan 1.6 16v Life,4.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1495530550-nueva-master-l1h1-okm-2023-stock-fisico-mf-_JM#position=11&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Master 2.3 L1h1 Aa,26.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1367544153-volkswagen-taos-confortline-okm-fb-_JM#position=12&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Volkswagen Taos 1.4 250 Tsi Comfortline,13.998.000
0km,https://auto.mercadolibre.com.ar/MLA-1376245521-renault-kangoo-5-asientos-confor-precio-liquidacion-okm-fl-_JM#position=13&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Kangoo 1.6 Furgon Ph3 Confort 5as Lc,9.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1146844833-peugeot-boxer-premium-22-hdi-435-lh-okm-ano2021-walter-_JM#position=14&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Peugeot Boxer 2.2 Hdi 435 Lh,16.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1417772468-shineray-minitruck-t30-changan-pick-up-okm-_JM#position=15&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Shineray T30 T30 Minitruck Cab Simple,9.800.000
0km,https://auto.mercadolibre.com.ar/MLA-1385989033-renault-master-l1h1-23-dci-130-2023-okm-m-_JM#position=16&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Master 2.3 L1h1,28.264.500
0km,https://auto.mercadolibre.com.ar/MLA-1485802762-ds4-performance-line-c-techo-solar-capertura-okm-2023-_JM#position=17&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ds Ds4 1.6 Performance Line 215 At8,31.250.000
0km,https://auto.mercadolibre.com.ar/MLA-1383706535-renault-logan-life-16-16v-okm-2023-m-_JM#position=18&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Logan 1.6 16v Life,7.946.100
0km,https://auto.mercadolibre.com.ar/MLA-1383320769-cronos-stile-13-okmentrega-inmediataoportunidad11-_JM#position=19&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Fiat Cronos 1.3 Gse Drive,9.250.000
0km,https://auto.mercadolibre.com.ar/MLA-1464163908-renault-sandero-stepway-intense-16-16v-okm-menor-precio-ic-_JM#position=20&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Sandero Stepway 1.6 16v Intense,7.875.000
0km,https://auto.mercadolibre.com.ar/MLA-1438835716-ds4-trocadero-dolar-oficial-okm-2023-ent-inmediata-_JM#position=21&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ds Ds4 1.6 Trocadero 215 At8,106.200
0km,https://auto.mercadolibre.com.ar/MLA-1438384222-chevrolet-tracker-mt-okm-financiacion-de-fabrica-ld5-_JM#position=22&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Chevrolet Tracker 1.2 Turbo Mt,7.300.000
0km,https://auto.mercadolibre.com.ar/MLA-1372484269-volkswagen-polo-16-track-110cv-2023-okm-_JM#position=23&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Volkswagen Polo 1.6 Msi Trendline,7.149.990
0km,https://auto.mercadolibre.com.ar/MLA-1404782472-volkswagen-taos-confortline-okm-fb-_JM#position=24&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Volkswagen Taos 1.4 250 Tsi Comfortline,14.320.000
0km,https://auto.mercadolibre.com.ar/MLA-1387159828-peugeot-208-allure-pack-16l-tiptronic-my23-okm-varios-col-_JM#position=25&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Peugeot 208 1.6l Allure Pack Tiptronic,8.100.000
0km,https://auto.mercadolibre.com.ar/MLA-1386169753-citroen-c3-vti-115-eat6-feel-pack-look-my23-okm-_JM#position=26&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Citroën C3 1.6 Vti 115 At6 Feel,12.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1378795745-ds4-performance-line-okm-2023-dolar-oficial-ent-inmediata-_JM#position=27&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ds Ds4 1.6 Performance Line 215 At8,81.700
0km,https://auto.mercadolibre.com.ar/MLA-1375730305-jeep-renegade-sport-18-mt-okm-mc-_JM#position=28&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Jeep Renegade 1.8 Sport,12.490.000
0km,https://auto.mercadolibre.com.ar/MLA-1433007732-peugeot-nuevo-okm-208-feline-tiptronic-am24-precio-remate-aa-_JM#position=29&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Peugeot 208 1.6l Feline Tiptronic Am23.5,13.130.000
0km,https://auto.mercadolibre.com.ar/MLA-1401829582-volkswagen-amarok-extreme-v6-okm-entrega-ya-solo-ac-_JM#position=30&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Volkswagen Amarok 3.0 V6 Extreme,13.800.000
0km,https://auto.mercadolibre.com.ar/MLA-1360861193-volkswagen-amarok-comfortline-v6-okm-2023-entrega-inmed-fv-_JM#position=31&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Volkswagen Amarok 3.0 V6 Cd Comfortline,20.799.990
0km,https://auto.mercadolibre.com.ar/MLA-1220970373-ford-transit-diesel-22l-4x2-furgon-medio-te-okm-2023-2-_JM#position=32&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ford Transit 2.2 Furgon Mediano 350m,17.214.682
0km,https://auto.mercadolibre.com.ar/MLA-1220913054-ford-transit-diesel-22l-4x2-furgon-medio-te-okm-2023-_JM#position=33&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ford Transit 2.2 Furgon Mediano 350m,17.214.681
0km,https://auto.mercadolibre.com.ar/MLA-1438841814-ds4-performance-line-okm-2023-dolar-oficial-ent-inmediata-_JM#position=34&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ds Ds4 1.6 Performance Line 215 At8,76.000
0km,https://auto.mercadolibre.com.ar/MLA-1135129302-renault-logan-2023-16-life-okm-mejor-financiacionpermu-os-_JM#position=35&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Logan 1.6 16v Life,6.657.000
0km,https://auto.mercadolibre.com.ar/MLA-1469335030-citroen-berlingo-okm-16-hdi-92-okm-no-kangoo-partner-js-_JM#position=36&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Citroën Berlingo 1.6 Hdi 92 Bussines,8.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1466236606-logan-life-16-okm-stock-fisico-oferta-pat-incluido-cp-_JM#position=37&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Logan 1.6 16v Life,4.819.000
0km,https://auto.mercadolibre.com.ar/MLA-1465003540-peugeot-208-feline-at-am24-okm-2023-ent-inmediata-_JM#position=38&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Peugeot 208 1.6l Feline Tiptronic Am23.5,14.700.000
0km,https://auto.mercadolibre.com.ar/MLA-1464625556-alaskan-emotion-4-x-2-190-motor-nissan-okm-stock-fis-cp-_JM#position=39&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Renault Alaskan 2.3 Bit 16v Emotion Mt 4x2,11.236.000
0km,https://auto.mercadolibre.com.ar/MLA-1455222104-ds4-performance-line-version-full-215-at8-okm-2023-_JM#position=40&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ds Ds4 1.6 Performance Line 215 At8,31.400.000
0km,https://auto.mercadolibre.com.ar/MLA-1374681247-ds7-new-bastille-2023-215-16-turbo-at8-okm-_JM#position=41&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ds Ds7 Crossback 1.6 Puretech At Performance Line,43.800.000
0km,https://auto.mercadolibre.com.ar/MLA-1371553193-ds4-performance-line-215-at8-okm-2023-_JM#position=42&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Ds Ds4 1.6 Performance Line 215 At8,28.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1403748214-citroen-berlingo-hdi-okm-precio-no-partner-kangoo-usado-ml-_JM#position=43&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Citroën Berlingo 1.6 Hdi 92 Bussines,6.990.000
0km,https://auto.mercadolibre.com.ar/MLA-1344932989-kia-carnival-okm-2023-sx-22-crdi-entrega-inmediata-_JM#position=44&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Kia Carnival 2.2 Crdi Premium Avn,78.990
0km,https://auto.mercadolibre.com.ar/MLA-1344775792-kia-rio-okm-16-sx-6at-2023-_JM#position=45&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Kia Rio 1.6 Sx 4at,21.890
0km,https://auto.mercadolibre.com.ar/MLA-1311359350-volkswagen-amarok-highline-4x2-manual-2023-okm-ent-inmedfv-_JM#position=46&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline,19.999.345
0km,https://auto.mercadolibre.com.ar/MLA-1150954106-amarok-highline-4x4-aut-20-tdi-180cv-okm-2022-dk-_JM#position=47&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline At,17.530.000
0km,https://auto.mercadolibre.com.ar/MLA-1150947567-taos-comfortline-250-tsi-at-okm-mod-2022-dk-_JM#position=48&search_layout=grid&type=item&tracking_id=448b92f6-8024-4cb6-a964-28472296559f,Volkswagen Taos 1.4 250 Tsi Comfortline,13.260.000
0km,https://auto.mercadolibre.com.ar/MLA-1462445252-peugeot-208-active-pack-16-okm-2023-ent-inmediata-_JM#position=1&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Peugeot 208 1.6l Active Pack,9.975.000
0km,https://auto.mercadolibre.com.ar/MLA-1455086076-volkswagen-amarok-extreme-v6-okm-entrega-ya-ac-_JM#position=2&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 3.0 V6 Extreme,17.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1377619161-ford-maverick-xlt-okm-entrega-inmediata-_JM#position=3&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Ford Maverick 2.0 Ecoboost Cd Xlt At8 2wd,29.900
0km,https://auto.mercadolibre.com.ar/MLA-1376497507-peugeot-partner-confort-hdi-16-okm-blanco-_JM#position=4&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Peugeot Partner 1.6 Hdi Confort,10.337.000
0km,https://auto.mercadolibre.com.ar/MLA-1374888629-ds4-performance-line-215-at8-16-turbo-2023-okm-_JM#position=5&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Ds Ds4 1.6 Performance Line 215 At8,28.100.000
0km,https://auto.mercadolibre.com.ar/MLA-1427032520-kia-k2500-con-caja-okm-2023-entrega-inmediata-_JM#position=6&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Kia K2500 2.5 Caja,29.000
0km,https://auto.mercadolibre.com.ar/MLA-1414104288-ford-transit-diesel-22l-furgon-mediano-okm-2023-_JM#position=7&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Ford Transit 2.2 Furgon Mediano 350m,16.637.460
0km,https://auto.mercadolibre.com.ar/MLA-1369079915-volkswagen-taos-highline-at-okm-ac-_JM#position=8&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Taos 1.4 250 Tsi Highline,15.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1413044802-volkswagen-taos-confort-250-tsi-at-okm-ac-_JM#position=9&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Taos 1.4 250 Tsi Comfortline,11.800.000
0km,https://auto.mercadolibre.com.ar/MLA-1400926172-toyota-yaris-xls-at-okm-2023-d-_JM#position=10&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Toyota Yaris 1.5 107cv Xls Cvt,9.271.000
0km,https://auto.mercadolibre.com.ar/MLA-1360767171-volkwagen-amarok-highline-20-4x4-aut-okm-2023-ent-inmed-fv-_JM#position=11&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,23.699.000
0km,https://auto.mercadolibre.com.ar/MLA-1360812471-volkswagen-amarok-highline-20-4x4-ma-okm-2023-ent-inmed-fv-_JM#position=12&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline,21.399.000
0km,https://auto.mercadolibre.com.ar/MLA-1346623651-kia-seltos-ex-16-at-2023-okm-_JM#position=13&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Kia Seltos 1.6 Ex,51.990
0km,https://auto.mercadolibre.com.ar/MLA-1344997287-kia-carnival-2023-premium-okm-sx-22-crdi-_JM#position=14&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Kia Carnival 2.2 Crdi Premium Avn,78.999
0km,https://auto.mercadolibre.com.ar/MLA-1344996310-kia-rio-sx-premium-okm-entrega-inmediata-oportunidad-_JM#position=15&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Kia Rio 1.6 Sx 4at,22.990
0km,https://auto.mercadolibre.com.ar/MLA-1332158775-kia-seltos-16-at-2023-okm-entrega-inmediata-_JM#position=16&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Kia Seltos 1.6 Ex,53.590
0km,https://auto.mercadolibre.com.ar/MLA-1282855188-volkswagen-amarok-v6-comfortline-okm-2023-entrega-inmed-fv-_JM#position=17&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 3.0 V6 Cd Comfortline,20.799.915
0km,https://auto.mercadolibre.com.ar/MLA-1242345004-fiat-cronos-13-16v-2022-okm-automatic-okm-g-_JM#position=18&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Fiat Cronos Cronos Precision 1.8,5.955.000
0km,https://auto.mercadolibre.com.ar/MLA-1432336460-jeep-renegade-sport-okm-plan-jeep-100-financiado-_JM#position=19&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Jeep Renegade Sport,8.340.000
0km,https://auto.mercadolibre.com.ar/MLA-1446757734-alaskan-emotion-4-x-2-190-caballos-okm-2023-oferta-mf-_JM#position=20&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Renault Alaskan 2.3 Bit 16v Emotion Mt 4x2,11.710.000
0km,https://auto.mercadolibre.com.ar/MLA-1361154785-kia-k2500-pick-up-okm-_JM#position=21&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Kia K2500 2.5 Caja,56.990
0km,https://auto.mercadolibre.com.ar/MLA-1346898347-kia-k2500-pick-up-okm-2023-_JM#position=22&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Kia K2500 2.5 Caja,29.990
0km,https://auto.mercadolibre.com.ar/MLA-1495455944-volkswagen-amarok-v6-highline-3o-258cv-okm-_JM#position=23&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 3.0 V6 Cd Highline,24.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1495375368-volkswagen-highline-bitono-250tsi-aut-okm-_JM#position=24&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Taos 1.4 250 Tsi Highline,23.150.000
0km,https://auto.mercadolibre.com.ar/MLA-1386022919-volkswagen-taos-highline-250tsi-14-aut-okm-_JM#position=25&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Taos 1.4 250 Tsi Highline,22.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1385728105-volkswagen-amarok-highline-4x2-aut-okm-_JM#position=26&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,17.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1489082622-volkswagen-amarok-highline-4x2-aut-okm-180cv-_JM#position=27&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,17.990.000
0km,https://auto.mercadolibre.com.ar/MLA-1489056174-volkswagen-amarok-highline-4x2-at-okm-_JM#position=28&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,17.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1486419208-volkswagen-amarok-extreme-black-style-v6-258cv-okm-_JM#position=29&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 3.0 V6 Extreme,27.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1417529726-jeep-compass-s-nueva-t270-2023-okm-_JM#position=30&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Jeep Compass 1.3 T270 Limited,30.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1446911490-volkswagen-amarok-extremev6-258-cv-al-okm-_JM#position=31&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Volkswagen Amarok 3.0 V6 Extreme,24.850.000
0km,https://auto.mercadolibre.com.ar/MLA-1249116754-peugeot-5008-allure-okm-2023-walter-_JM#position=32&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Peugeot 5008 2.0 Allure Plus Hdi Tiptronic,27.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1247678242-peugeot-208-feline-tiptronic-okm-2023-walter-_JM#position=33&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Peugeot 208 1.6l Feline Tiptronic,12.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1247483515-peugeot-208-like-okm-2023-walter-_JM#position=34&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Peugeot 208 1.6 Like Pack,6.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1377769184-jeep-compass-sport-13-t270-2023-okm-_JM#position=35&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Jeep Compass 1.3 T270 Sport,21.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1363343219-peugeot-208-feline-16-tiptronic-automatico-2023-okm-nuevo-_JM#position=36&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Peugeot 208 1.6 Feline Tiptronic,14.095.000
0km,https://auto.mercadolibre.com.ar/MLA-1378957332-fiat-cronos-presicion-at6-18-okm-_JM#position=37&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Fiat Cronos 1.8 16v Precision At6,10.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1467866696-fiat-cronos-drive-13-2023-okm-_JM#position=38&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Fiat Cronos 1.3 Gse Drive,7.636.000
0km,https://auto.mercadolibre.com.ar/MLA-1382398363-toyota-etios-xls-pack-at-okm-_JM#position=39&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Toyota Etios 1.5 Xls At,100.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1382611059-jeep-renegade-18-sport-at-l22-ano-2023-okm-_JM#position=40&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Jeep Renegade 1.8 Sport At Plus,22.300
0km,https://auto.mercadolibre.com.ar/MLA-1443587880-renault-alaskan-intens-23-dci-190-4wd-at-okm-nueva-_JM#position=41&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Renault Alaskan 2.3 Bit 16v Intens Mt 4x4,13.974.779
0km,https://auto.mercadolibre.com.ar/MLA-1428390156-peugeot-partner-confort-16-vtihdi-okm-2023-_JM#position=42&search_layout=grid&type=item&tracking_id=1bc71237-af1d-4b26-a55b-2f66c74cd4a8,Peugeot Partner 1.6 Furgon Confort,9.500.000
