type,link_web,modelo,precio,marca,anio,version,color,combustible,puertas,transmision,motor,vehiculo
usado,https://auto.mercadolibre.com.ar/MLA-1480441498-toyota-sw4-4x4-srx-28-tdi-6-at-7a-usado-certificado-_JM#position=28&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Toyota Sw4 2.8 Srx 177cv 4x4 7as At,30.800,Toyota,2017,2.8 Srx 177cv 4x4 7as At,Negro,Eléctrico,5,Automática,2.8,SUV
usado,https://auto.mercadolibre.com.ar/MLA-1486418110-toyota-rav4-hv-25-limited-cvt-usado-certificado-_JM#position=29&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Toyota Rav4 2.5 Vx,45.000,Toyota,2018,2.5 Vx,Plateado,Nafta,5,Automática,2.5,57000 km
usado,https://auto.mercadolibre.com.ar/MLA-1385066565-peugeot-308-feline-thp-usado-_JM#position=30&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Peugeot 308 1.6 Feline Thp 163cv Tiptronic,7.000.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1489691276-ford-ranger-dc-4x2-xlt-mt-32-usada-vende-_JM#position=31&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Ford Ranger 3.2 Cd Xlt Tdci 200cv Manual 4x2,13.500.000,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385050769-volkswagen-up-take-10-usado-5p-_JM#position=32&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Volkswagen Up! 1.0 Take Up! Aa 75cv 5 P,4.800.000,Volkswagen,2015,1.0 Take Up! Aa 75cv 5 p,Amarillo,Nafta,5,Manual,1.0,Hatchback
usado,https://auto.mercadolibre.com.ar/MLA-1468581344-jeep-compass-longitude-at6-2020-usado-_JM#position=33&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Jeep Compass 2.4 Longitude,21.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1492048936-ford-ranger-xls-4x2-mt-2019-usada-doble-cabina-unica-mano-_JM#position=34&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Ford Ranger 3.2 Cd Xls Tdci 200cv Manual 4x2,20.000,Ford,2019,3.2 Cd Xls Tdci 200cv Manual 4x2,Plateado,Diésel,4,Manual,3.2,Pick-Up
usado,https://auto.mercadolibre.com.ar/MLA-1488076968-chevrolet-prisma-ltz-usado-2013-unica-mano-_JM#position=35&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Chevrolet Prisma 1.4 Ltz 98cv,4.490.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385229927-chevrolet-onix-ls-joy-usado-5p-_JM#position=36&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Chevrolet Onix 1.4 Joy Ls 98cv,5.500.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385023275-peugeot-2008-allure-automatica-usada-_JM#position=37&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Peugeot 2008 1.6 Allure Tip,7.990.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1484046138-volkswagen-virtus-confortline-msi-usado-confort-automatico-_JM#position=38&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Volkswagen Virtus 1.6 Comfortline At,8.360.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1464108222-vw-saveiro-cross-16-taraborelli-usados-bariloche--_JM#position=39&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Volkswagen Saveiro 1.6 Cross Gp Cd 110cv Pack High,8.700.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1483001852-nissan-frontier-4x4-manual-usada-vende-_JM#position=40&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Nissan Frontier 2.3 Le Cd 4x4 Mt,14.900.000,Nissan,2020,2.3 Le Cd 4x4 Mt,Gris,Diésel,4,Manual,2.3,Pick-Up
usado,https://auto.mercadolibre.com.ar/MLA-1384735915-vw-fox-usado-2011-3-puertas-gnc-_JM#position=41&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Volkswagen Fox 1.6 Comfortline 3 P,4.400.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1473262966-jeep-compass-limited-linea-nueva-13-turbo-usado-2021-_JM#position=42&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Jeep Compass 1.3 T270 Limited,37.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1464108556-volkswagen-saveiro-cross-16-taraborelli-usados-bariloche--_JM#position=43&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Volkswagen Saveiro 1.6 Cross Gp Cd 110cv Pack High,8.700.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385275743-fiat-toro-volcano-20-usada-vende-_JM#position=44&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Fiat Toro 2.0 Volcano 4x4 At,23.500,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1480981336-volkswagen-amarok-comfortline-4x2-automatica-vende-usada-_JM#position=45&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,15.900.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1379896653-renault-sandero-stepway-2019-usada-vende-_JM#position=46&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Renault Sandero Stepway 1.6 Privilege 105cv,6.900.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1460973910-chevrolet-cruze-ltz-usado-venta-_JM#position=47&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Chevrolet Cruze 1.4 Ltz At Sedan,7.900.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1480994514-chevrolet-spin-ltz-2016-vende-usada-_JM#position=48&search_layout=grid&type=item&tracking_id=b44c8ce0-36f2-4d2f-bd93-692d91a00a3d,Chevrolet Spin 1.8 Ltz 5as 105cv,5.900.000,Chevrolet,2016,1.8 Ltz 5as 105cv,Negro,Nafta,5,Manual,1.8,Monovolumen
usado,https://auto.mercadolibre.com.ar/MLA-1382329475-chevrolet-s10-4x4-ls-2013-ja-_JM#position=1&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Chevrolet S10 2.8 Cd 4x4 Ls Tdci 200cv,7.090.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1487907722-chevrolet-agile-lt-spirit-14-darc-usados-_JM#position=2&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Chevrolet Agile Lt Spirit 1.4,4.250.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1384820253-for-ranger-30-v6-lnueva-tusados-gs-_JM#position=3&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Ford Ranger 3.0 V6,29.990.000,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1483082342-ford-ranger-xlt-bi-turbo-lnueva-tusados-gs-_JM#position=4&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Ford Ranger 2.0 Bi Turbo,26.990.000,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1384775383-volkswagen-gol-trend-16-5-puertas-2015-_JM#position=5&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Volkswagen Gol Trend 1.6,5.797.750,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1480929600-jeep-commander-13t-entrega-inmediata-tusados-gs-_JM#position=6&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Jeep Commander 1.3t  T270,35.490.000,Jeep,2023,1.3T  T270,Negro,Nafta,5,Automática secuencial,1.3T  T270,SUV
usado,https://auto.mercadolibre.com.ar/MLA-1383837633-a-45-a-coupe-20-amg-4matic-gr-_JM#position=7&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,"Mercedes-benz 2.0 A 45 A-coupe 2,0 Amg 4matic",32.500.000,Mercedes-benz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1383943565-land-rover-evoque-usada-prestige-coupe-s-14-2013-_JM#position=8&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Land Rover Evoque S14,41.800,Land,2013,S14,Blanco,Nafta,3,Automática,240cv,Coupé
usado,https://auto.mercadolibre.com.ar/MLA-1384994461-citroen-c3-origine-15-nafta-5-puertas-2013-usado-blanco-ff-_JM#position=9&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Citroën C3 Origine,4.810.000,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1382316971-jeep-commander-13t-limited-colores-disponibles-t-usado-gs-_JM#position=10&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Jeep Commander 1.3t Limited,35.490.000,Jeep,2023,1.3T LIMITED,Plateado,Nafta,5,Automática secuencial,1.3T  T270,Monovolumen
usado,https://auto.mercadolibre.com.ar/MLA-1381701347-audi-a1-35-tfsi-usado-stronic-sportback-2020-2021-_JM#position=11&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Audi A1 35 Tfsi Sportback,37.500,Audi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1461970188-chevrolet-captiva-5-puertas-22-dsl-ltz-awd-a-2014-_JM#position=12&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,"Chevrolet Captiva 2,2 Dsl Ltz Awd A",7.850.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1383309033-ford-ranger-raptor-20l-bit-4x4-taraborelli-usados-brc--_JM#position=13&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Ford Ranger Raptor Raptor,55.000,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1466805524-ambulancia-usada-_JM#position=14&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Fiat Ducato 2.3 Maxicargo Mjet Te C/abs+aa,38.500,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1446917178-nissan-sentra-4-puertas-18-advance-2018-_JM#position=15&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Nissan Sentra 1.8 Advance,7.750.000,Nissan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1477081758-santa-fe-27-v6-7-aspre-at-cc-_JM#position=16&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Hyundai I10 Santa Fe 2.7 V6 7 As.pre At,4.850.000,Hyundai,2008,SANTA FE 2.7 V6 7 AS.PRE AT,Negro,Nafta,5,Automática,2.7,SUV
usado,https://auto.mercadolibre.com.ar/MLA-1480328680-citroen-c4-lounge-thp-mt6-feel-usados-certificados-_JM#position=17&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Citroën C4 Lounge Thp Mt6 Feel,6.914.380,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1377287443-ford-fiesta-s-usados-certificados-_JM#position=18&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Ford Fiesta S,5.979.481,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1316311535-chevrolet-tracker-fwd-premier-c-gnc-usados-certificados-_JM#position=19&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Chevrolet Tracker Fwd Premier,9.795.566,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1483090716-fiat-siena-fa-el-14-8v-sedan-4ptas-2013-gris-usado-_JM#position=20&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Fiat Siena Fa El 1.4,3.850.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1377801815-chevrolet-classic-3ptas-lt-14n-2011-usado-_JM#position=21&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Chevrolet Classic Lt 1.4 N,2.890.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1381203963-peugeot-coupe-rcz-tiptronic-usado-permuta-vende-financia-_JM#position=22&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Peugeot Rcz Tiptronic,20.000,Peugeot,2013,Tiptronic,Gris,Nafta,3,55000 km,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385133451-volkswagen-vento-20-tdi-tomo-usado-_JM#position=23&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Volkswagen Vento 2.0 Tdi,6.600.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385653857-jeep-renegade-4x4-at6-ano-2023-usado-_JM#position=24&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Jeep Renegade Trailhawk,35.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1464638766-volkswagen-voyage-confortline-2016-usado-vende-_JM#position=25&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Volkswagen Voyage Confort Line,4.500.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385133423-geely-cross-lc-13-2017-59000-km-exelente-tomo-usado-_JM#position=26&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Geely Geely Cross Lc 1.3 Cross,3.780.000,Geely,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1383392373-chevrolet-agile-version-lt-2011-usado-_JM#position=27&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Chevrolet Agile Lt,5.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1451240176-audi-a3-14t-fsi-3p-romera-hnos-usados-_JM#position=28&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Audi A3 3p 1.4t Fsi L10,6.300.000,Audi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1377556071-amarok-4x4-highline-at-20-romera-hnos-usados-_JM#position=29&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Volkswagen Amarok Highline 2.0 4x4 Pk At,11.500.000,Volkswagen,2015,Highline 2.0 4x4 PK At,Gris,Diésel,4,166000 km,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1489683884-peugeot-308-allure-16n-nav-darc-usados-_JM#position=30&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Peugeot 308 1.6 Allure Nav 115cv,4.800.000,Peugeot,2012,1.6 Allure Nav 115cv,Blanco,Nafta,5,Manual,1.6,Hatchback
usado,https://auto.mercadolibre.com.ar/MLA-1489683790-ford-ka-16-pulse-darc-autos-usados-_JM#position=31&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Ford Ka 1.6 Pulse 95cv,3.750.000,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1487532364-toyota-etios-xls-15-5ptas-darc-usados-_JM#position=32&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Toyota Etios 1.5 Xls,6.250.000,Toyota,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1487531946-peugeot-208-feline-16-darc-usados-_JM#position=33&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Peugeot 208 1.6 Feline,6.650.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1485830100-peugeot-308-active-16n-darc-usados-_JM#position=34&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Peugeot 308 1.6 Active,4.810.000,Peugeot,2013,1.6 Active,Gris,Nafta,5,Manual,1.6,Hatchback
usado,https://auto.mercadolibre.com.ar/MLA-1485829924-citroen-c3-origine-pack-zenith-darc-usados-_JM#position=35&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Citroën C3 1.5 Origine Pack Zenith I 90cv,4.690.000,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1485519442-smart-forfour-passion-darc-usados-_JM#position=36&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Smart Forfour 1.0 Passion,7.800.000,Smart,2016,1.0 Passion,Negro,Nafta,5,Manual,1.0,Hatchback
usado,https://auto.mercadolibre.com.ar/MLA-1485519396-volkswagen-gol-trend-darc-usados-_JM#position=37&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Volkswagen Gol Trend 1.6 Highline 101cv,4.750.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1384908773-peugeot-208-feline-tiptronic-darc-autos-usados-_JM#position=38&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Peugeot 208 1.6 Feline Tiptronic,7.000.000,Peugeot,2018,1.6 Feline Tiptronic,Negro,Nafta,5,Automática,1.6,Hatchback
usado,https://auto.mercadolibre.com.ar/MLA-1382396035-peugeot-208-allure-15-nav-darc-autos-usados-_JM#position=39&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Peugeot 208 1.5 Allure Touchscreen,5.650.000,Peugeot,2016,1.5 Allure Touchscreen,Rojo,Nafta,5,Manual,1.5,Hatchback
usado,https://auto.mercadolibre.com.ar/MLA-1377556529-honda-fit-lx-romera-hnos-division-usados-_JM#position=40&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Honda Fit Lx 1.4 5p L09,4.450.000,Honda,2011,LX 1.4 5p L09,Gris,Nafta,5,162000 km,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385709311-autos-usados-peugeot-408-allure-20n-mt-citroen-nissan-honda-_JM#position=41&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Peugeot 408 2.0 Allure 143cv,3.200.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385638121-autos-camionetas-usados-honda-pilot-touring-35-v6-4wd-2010-_JM#position=42&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Honda Pilot 3.5 At 257cv,9.990.000,Honda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385561531-ford-kuga-usada-4x4-suv-camionetas-usadas-_JM#position=43&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Ford Kuga 2.0 Sel,21.000,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1384789911-autos-usado-alfa-romeo-mito-2011-progression-mt-toyota-honda-_JM#position=44&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Alfa Romeo Mito 1.4 Progression Multiair 105cv 6mt,5.880.000,Alfa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1482477190-autos-usados-bmw-328i-luxury-2012-at-mercedes-audi-porche-_JM#position=45&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Bmw Serie 3 2.0 328i Luxury 245cv,14.250.000,Bmw,2012,2.0 328i Luxury 245cv,Gris,Nafta,4,Manual,2.0,Sedán
usado,https://auto.mercadolibre.com.ar/MLA-1384753135-autos-usados-kia-rio-5ptas-ex-14-2017-hyundai-nissan-honda-_JM#position=46&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Kia Rio 1.4 Ex 109cv 6mt,4.800.000,Kia,2017,1.4 Ex 109cv 6mt,Blanco,Nafta,5,Manual,1.4,Hatchback
usado,https://auto.mercadolibre.com.ar/MLA-1384739693-autos-usados-nissan-sentra-tekna-xtronic-cvt-2011-honda-kia-_JM#position=47&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Nissan Sentra 2.0 N Tekna Cvt,3.590.000,Nissan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1384752161-autos-camionetas-usados-renault-duster-confort-plus-2014-4x2-_JM#position=48&search_layout=grid&type=item&tracking_id=b9c23e58-8ddd-435d-a7aa-53b45afea87b,Renault Duster 1.6 4x2 Confort Plus Abs 110cv,3.830.000,Renault,2014,1.6 4x2 Confort Plus Abs 110cv,Plateado,Nafta,5,Manual,1.6,SUV
usado,https://auto.mercadolibre.com.ar/MLA-1384772159-autos-camionetas-usados-fiat-fiorino-furgon-evo-2016-kangoo-_JM#position=1&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Fiat Fiorino 1.4 Fire Evo 87cv,3.760.000,Fiat,2016,1.4 Fire Evo 87cv,Blanco,Nafta/GNC,3,Manual,1.4,Furgón
usado,https://auto.mercadolibre.com.ar/MLA-1451159508-jeep-compass-24-limited-plus-camionetas-usadas-_JM#position=2&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Jeep Compass 2.4 Limited Plus,33.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1376255545-chevrolet-prisma-ltz-14-mt-2018-usado-seleccionado-ld-5-_JM#position=3&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Chevrolet Prisma 1.4 Ltz 98cv,8.915.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1476494510-audi-q8-55-tfsi-stronic-quattro-usada-2021-q7-a6-q7-allroad-_JM#position=4&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Audi Q8 3.0 55 Tfsi Quattro,183.200,Audi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1385712477-renault-logan-life-16-2020-usado-entrega-inmediata-lnv-_JM#position=5&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Renault Logan 1.6 16v Life,5.800.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1468580192-volkswagen-touareg-v8-2015-2016-2017-dsg-x6-usado-_JM#position=6&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Volkswagen Touareg 4.2 V8 Fsi Premium,49.900,Volkswagen,2016,4.2 V8 Fsi Premium,Gris,Nafta,5,Automática,4.2,SUV
usado,https://auto.mercadolibre.com.ar/MLA-1477093262-renault-stepway-privilege-2017-usados-oferta-dni-enb-_JM#position=7&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Renault Sandero Stepway 1.6 Privilege 105cv Nac,6.130.000,Renault,2017,1.6 Privilege 105cv Nac,Naranja,Nafta,5,Manual,1.6,Hatchback
usado,https://auto.mercadolibre.com.ar/MLA-1485817310-volkswagen-amarok-extreme-v6-2021-2022-2023-usada-0km-_JM#position=8&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Volkswagen Amarok 3.0 V6 Extreme,48.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
usado,https://auto.mercadolibre.com.ar/MLA-1479776366-audi-q3-20-quattro-2012-2013-2014-2015-s-tronic-usado-_JM#position=9&search_layout=grid&type=item&tracking_id=c08dc600-a296-4a5a-9f57-2d210b3d7fe5,Audi Q3 2.0 Quattro I 177cv Stronic,25.500,Audi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
